Game Title,Critic Score,Sales,North American Sales,Japanese Sales,EU Sales,Other Sales,Release Year,Publisher Freq,Developer Freq,Console Freq,Genre Freq
Virtua Fighter CG Portrait Series Vol.4: Pai Chan,7.101890450799806,0.12,0.0,0.12,0.0,0.0,1995,640,29,175,2003
Dance Paradise,7.0,0.12,0.1,0.0,0.01,0.01,2011,726,2,1302,2003
Barnyard,7.101890450799806,0.12,0.09,0.0,0.02,0.0,2006,726,16,528,2839
Yattaman DS: BikkuriDokkiri Daisakusen da Koron,7.101890450799806,0.12,0.0,0.12,0.0,0.0,2008,43,42,2395,2839
Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart,7.101890450799806,0.12,0.09,0.0,0.03,0.0,2005,75,91,899,2003
Life is Strange,7.101890450799806,0.12,0.08,0.0,0.03,0.01,2016,209,7,524,1893
Puella Magi Madoka Magica Portable,7.101890450799806,0.12,0.0,0.12,0.0,0.0,2012,327,66,1340,1490
Sword Art Online: Hollow Fragment,7.101890450799806,0.13,0.0,0.0,0.11,0.02,2015,327,123,908,1490
Mega Man X: Command Mission,7.2,0.12,0.1,0.0,0.02,0.0,2004,437,294,528,1490
Dragon's Crown Pro,7.101890450799806,0.12,0.1,0.0,0.0,0.02,2018,226,11,908,1490
Wild ARMs 5 (jp sales),7.101890450799806,0.12,0.0,0.12,0.0,0.0,2007,79,29,2125,1490
Guardian's Crusade,7.101890450799806,0.13,0.07,0.0,0.05,0.01,1999,1044,15,1130,1490
Makai Kingdom: Chronicles of the Sacred Tome,7.9,0.13,0.06,0.0,0.05,0.02,2005,139,87,2125,1490
Echo Night,6.3,0.13,0.03,0.07,0.02,0.01,1999,61,69,1130,1893
NCIS,7.101890450799806,0.13,0.07,0.0,0.04,0.02,2011,1012,196,1348,1893
O.D.T.: Escape... Or Die Trying,7.101890450799806,0.13,0.07,0.0,0.05,0.01,1998,22,1,1130,1893
Megamind: Ultimate Showdown,7.101890450799806,0.12,0.07,0.0,0.04,0.01,2010,726,6,1302,1893
The X Files: Resist or Serve,7.101890450799806,0.13,0.06,0.0,0.05,0.02,2004,74,16,2125,1893
Zathura,7.101890450799806,0.13,0.06,0.0,0.05,0.02,2005,121,69,2125,1893
Batman: A Telltale Game Series,7.101890450799806,0.12,0.09,0.0,0.02,0.01,2017,41,59,263,1893
Overlord: Raising Hell,7.101890450799806,0.13,0.07,0.0,0.04,0.02,2008,168,10,1348,1893
F1 2002,7.101890450799806,0.12,0.05,0.02,0.04,0.01,2002,540,2,2125,1431
NASCAR 2005: Chase for the Cup,7.101890450799806,0.12,0.1,0.0,0.02,0.0,2004,540,193,528,1431
Arctic Thunder,7.101890450799806,0.12,0.09,0.0,0.02,0.0,2001,255,4,836,1431
The Voice,7.101890450799806,0.12,0.11,0.0,0.0,0.01,2014,1044,32,148,147
Uta no * Prince-Sama: All Star,7.101890450799806,0.12,0.0,0.12,0.0,0.0,2013,27,87,1340,147
Sphinx and the Cursed Mummy,7.101890450799806,0.12,0.09,0.0,0.02,0.0,2003,726,63,836,1893
Pryzm Chapter One: The Dark Unicorn,6.3,0.13,0.06,0.0,0.05,0.02,2002,39,13,2125,1893
Obscure: The Aftermath,7.101890450799806,0.12,0.11,0.0,0.0,0.01,2008,42,7,1357,1893
ASH: Archaic Sealed Heat,7.101890450799806,0.12,0.0,0.12,0.0,0.0,2007,383,1,2395,1490
Dungeon Travelers 2: The Royal Library & The Monster Seal,7.101890450799806,0.12,0.03,0.05,0.02,0.02,2015,226,15,680,1490
The Snack World: Trejarers Gold,7.101890450799806,0.12,0.0,0.12,0.0,0.0,2020,32,46,263,1490
Lost Magic,7.101890450799806,0.12,0.09,0.02,0.0,0.01,2006,1012,54,2395,1490
Phantasy Star Universe,6.6,0.12,0.09,0.0,0.01,0.01,2006,640,60,1302,1490
MIND?0,7.101890450799806,0.12,0.05,0.04,0.0,0.02,2014,105,33,680,1490
Ben 10 Galactic Racing,7.101890450799806,0.12,0.08,0.0,0.03,0.01,2011,195,29,1357,1431
Blood Drive,7.101890450799806,0.12,0.09,0.0,0.01,0.01,2010,1044,101,1302,1431
Dead by Daylight,7.101890450799806,0.12,0.08,0.0,0.03,0.01,2017,130,11,524,2839
Darksiders III,7.101890450799806,0.12,0.11,0.0,0.0,0.01,2018,55,5,524,2839
Terraria,7.101890450799806,0.12,0.0,0.06,0.06,0.0,2015,130,4,562,2839
X2: Wolverine's Revenge,6.0,0.12,0.09,0.0,0.02,0.0,2003,1044,3,528,2839
Godzilla Unleashed: Double Smash,7.101890450799806,0.12,0.11,0.0,0.0,0.01,2007,335,4,2395,2839
Macross Triangle Frontier,7.101890450799806,0.12,0.0,0.12,0.0,0.0,2011,333,37,1340,2839
Criticom,7.101890450799806,0.13,0.07,0.0,0.05,0.01,1996,3,5,1130,871
Fire ProWrestling S: 6Men Scramble,7.101890450799806,0.12,0.0,0.12,0.0,0.0,1996,11,10,175,871
Tenchu: Shadow Assassins,7.5,0.12,0.03,0.05,0.03,0.01,2009,1012,69,1340,2839
Jaws: Ultimate Predator,4.0,0.12,0.11,0.0,0.0,0.01,2011,227,32,562,2839
Castlevania: Curse of Darkness,7.2,0.12,0.09,0.0,0.03,0.0,2005,769,409,836,2839
Curious George,7.101890450799806,0.13,0.06,0.0,0.05,0.02,2006,175,29,2125,2839
The Surge,7.101890450799806,0.12,0.07,0.0,0.04,0.01,2017,81,9,524,2839
MySims SkyHeroes,7.101890450799806,0.13,0.09,0.0,0.02,0.02,2010,843,25,1348,2839
Assassin's Creed Chronicles,7.101890450799806,0.12,0.01,0.02,0.07,0.02,2016,1012,9,680,2839
EA Replay,5.0,0.12,0.1,0.0,0.0,0.02,2006,843,439,1340,2839
Solitaire & Mahjong,7.101890450799806,0.12,0.11,0.0,0.0,0.01,2009,149,21,1357,723
Peggle: Dual Shot,7.101890450799806,0.12,0.11,0.0,0.0,0.01,2009,24,9,2395,723
Disney's PK: Out of the Shadows,7.101890450799806,0.13,0.06,0.0,0.05,0.02,2002,1012,196,2125,951
Shantae: Half-Genie Hero,7.101890450799806,0.12,0.09,0.01,0.01,0.01,2018,79,32,263,951
Puzzle Quest 2,7.101890450799806,0.12,0.11,0.0,0.0,0.01,2010,195,13,2395,723
Diner Dash: Sizzle & Serve,5.9,0.12,0.11,0.0,0.0,0.01,2007,209,1,1340,723
Hanagumi Taisen Columns,7.101890450799806,0.12,0.0,0.12,0.0,0.0,1997,640,154,175,723
Adventure Time: Finn & Jake Investigations,7.101890450799806,0.12,0.04,0.0,0.06,0.02,2015,40,24,1348,2839
Saru! Get You! Million Monkeys,7.101890450799806,0.12,0.0,0.12,0.0,0.0,2016,568,12,2125,951
Earthworm Jim 3D,7.101890450799806,0.12,0.1,0.0,0.02,0.0,1999,93,13,278,951
Rocket: Robot on Wheels,8.3,0.12,0.1,0.0,0.02,0.0,1999,1012,4,278,951
Sonic Jam,7.101890450799806,0.12,0.0,0.12,0.0,0.0,1997,640,60,175,951
Disney's Atlantis: The Lost Empire,6.0,0.12,0.09,0.0,0.03,0.0,2001,726,4,899,951
Impossible Mission,7.101890450799806,0.12,0.11,0.0,0.0,0.01,2007,168,5,2395,951
Break 'Em All,7.101890450799806,0.12,0.11,0.0,0.0,0.01,2006,195,1,2395,723
"Snipperclips Plus: Cut It Out, Together!",8.2,0.12,0.0,0.1,0.02,0.0,2017,383,1,263,723
Puss in Boots,7.101890450799806,0.12,0.09,0.0,0.01,0.01,2011,726,86,2395,2839
Buffy the Vampire Slayer: Chaos Bleeds,7.101890450799806,0.12,0.09,0.0,0.03,0.0,2003,74,63,836,2839
Prototype 2,7.101890450799806,0.13,0.09,0.0,0.03,0.01,2012,1044,47,1560,2839
Samurai Warriors 4-II,7.101890450799806,0.12,0.0,0.12,0.0,0.0,2015,196,145,1348,2839
Mobile Suit GUNDAM SEED BATTLE DESTINY,7.101890450799806,0.12,0.0,0.12,0.0,0.0,2012,38,209,680,2839
Onechanbara: Bikini Zombie Slayers,7.101890450799806,0.12,0.11,0.0,0.0,0.01,2009,195,9,1357,2839
PixelJunk Monsters Deluxe,8.7,0.13,0.11,0.0,0.0,0.02,2010,568,1,1340,820
Armored Core: Verdict Day,7.101890450799806,0.12,0.0,0.12,0.0,0.0,2013,38,69,1348,1485
Kaijuu Busters,7.101890450799806,0.12,0.0,0.12,0.0,0.0,2009,333,209,2395,2839
Gladiator: Sword of Vengeance,7.101890450799806,0.13,0.06,0.0,0.05,0.02,2003,195,28,2125,2839
7 Days to Die,7.101890450799806,0.12,0.09,0.0,0.02,0.01,2016,41,2,524,2839
Prince of Persia: Rival Swords,7.101890450799806,0.12,0.08,0.0,0.02,0.01,2007,1012,25,1340,2839
Legend of the Guardians: The Owls of Ga'Hoole,7.101890450799806,0.13,0.11,0.0,0.01,0.01,2010,126,22,2395,2839
Samurai Warriors 4: Empires,7.101890450799806,0.12,0.03,0.07,0.01,0.01,2016,196,145,908,2839
Ninja Reflex,7.101890450799806,0.12,0.11,0.0,0.0,0.01,2008,843,8,1357,2839
Nightshade,7.101890450799806,0.12,0.06,0.0,0.04,0.01,2004,640,10,2125,2839
Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen,7.101890450799806,0.12,0.0,0.12,0.0,0.0,1994,3,13,197,871
Fire Pro Wrestling World,7.101890450799806,0.13,0.06,0.03,0.02,0.02,2018,17,32,908,871
Kamen Rider: Climax Heroes OOO,7.101890450799806,0.12,0.0,0.12,0.0,0.0,2010,333,38,1340,871
Showdown: Legends of Wrestling,7.101890450799806,0.12,0.09,0.0,0.03,0.0,2004,195,2,836,871
WWE SmackDown vs Raw 2008,7.101890450799806,0.12,0.11,0.0,0.0,0.01,2007,726,36,2395,871
Dora the Explorer: Journey to the Purple Planet,7.101890450799806,0.12,0.09,0.0,0.02,0.0,2005,47,29,528,4
SpongeBob's Surf & Skate Roadtrip,7.101890450799806,0.12,0.1,0.0,0.01,0.01,2011,726,86,2395,2839
Gundam Memories: Tatakai no Kioku,7.101890450799806,0.12,0.0,0.12,0.0,0.0,2011,333,123,1340,2839
Kamen Rider: Climax Heroes Fourze,7.101890450799806,0.12,0.0,0.12,0.0,0.0,2011,151,38,1357,871
Zen-Nippon Pro Wrestling: Ouja no Kon,7.101890450799806,0.13,0.0,0.12,0.0,0.01,1999,11,4,1130,871
Guilty Gear X,7.101890450799806,0.13,0.06,0.0,0.05,0.02,2001,13,75,2125,871
Godzilla: Destroy All Monsters Melee,7.101890450799806,0.12,0.09,0.0,0.03,0.0,2003,335,25,836,871
Mahou Shoujo Nanoha A's Portable: The Gears of Destiny,7.101890450799806,0.12,0.0,0.12,0.0,0.0,2011,333,123,1340,871
Dragon Ball Z: Battle of Z,7.101890450799806,0.12,0.0,0.06,0.05,0.01,2014,327,37,680,871
BlazBlue: Continuum Shift EXTEND,7.101890450799806,0.12,0.03,0.02,0.05,0.02,2012,105,75,680,871
Backyard Wrestling 2: There Goes the Neighborhood,7.101890450799806,0.12,0.09,0.0,0.03,0.0,2004,209,10,836,871
Where the Wild Things Are,7.101890450799806,0.12,0.11,0.0,0.0,0.01,2009,126,36,1357,951
Battle Arena Toshinden Remix,7.101890450799806,0.12,0.0,0.12,0.0,0.0,1995,640,4,175,871
Legends of Wrestling II,7.101890450799806,0.12,0.09,0.0,0.02,0.0,2002,195,6,528,871
King of Colosseum (Red): Shin Nippon x Zen Nippon x Pancrase Disc,7.101890450799806,0.12,0.0,0.12,0.0,0.0,2002,28,33,2125,871
One Piece: Burning Blood,7.101890450799806,0.12,0.0,0.09,0.02,0.01,2016,327,32,680,871
One Piece: Super Grand Battle! X,7.101890450799806,0.12,0.0,0.12,0.0,0.0,2014,327,123,562,871
Capcom vs. SNK 2: Millionaire Fighting 2001,7.101890450799806,0.12,0.0,0.12,0.0,0.0,2001,437,294,49,871
The King of Fighters '94,7.101890450799806,0.12,0.0,0.12,0.0,0.0,1994,29,34,12,871
Lost in Shadow,6.7,0.12,0.09,0.01,0.0,0.01,2011,85,106,1357,951
Turok: Evolution,7.101890450799806,0.12,0.08,0.0,0.03,0.0,2002,195,2,899,951
The Ant Bully,7.101890450799806,0.12,0.09,0.0,0.02,0.0,2006,255,69,528,951
Shrek: Forever After,7.101890450799806,0.12,0.11,0.0,0.0,0.01,2010,1044,4,1302,951
Looney Tunes: Sheep Raider,7.101890450799806,0.13,0.07,0.0,0.05,0.01,2001,61,8,1130,951
Dora the Explorer: Dora Saves the Mermaids,7.101890450799806,0.13,0.06,0.0,0.05,0.02,2008,36,69,2125,951
Akuji the Heartless,6.7,0.12,0.07,0.0,0.04,0.01,1998,209,45,1130,951
Psychonauts,8.8,0.12,0.09,0.0,0.03,0.0,2005,227,6,836,951
Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental,7.101890450799806,0.12,0.0,0.12,0.0,0.0,2010,333,12,2395,820
BlazBlue: Central Fiction,7.101890450799806,0.12,0.04,0.03,0.03,0.01,2016,105,75,1348,871
Center Ring Boxing,7.101890450799806,0.12,0.0,0.12,0.0,0.0,1995,1,7,175,871
Naruto Shippuden Ultimate Ninja Storm 4: Road to Boruto,7.101890450799806,0.12,0.11,0.0,0.0,0.01,2017,327,35,524,871
Onimusha: Blade Warriors,7.101890450799806,0.13,0.06,0.0,0.05,0.02,2004,437,294,2125,871
Sonic Adventure 2,8.9,0.12,0.0,0.12,0.0,0.0,2001,640,60,49,951
Space Chimps,7.101890450799806,0.13,0.06,0.0,0.05,0.02,2008,14,7,2125,951
"Ed, Edd n Eddy: The Mis-Edventures",7.101890450799806,0.12,0.08,0.0,0.03,0.0,2005,255,10,899,951
Die Hard: Vendetta,7.101890450799806,0.12,0.09,0.0,0.02,0.0,2002,75,8,528,1485
Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable,7.101890450799806,0.12,0.0,0.12,0.0,0.0,2007,333,294,1340,1485
Battles of Prince of Persia,5.6,0.12,0.1,0.0,0.01,0.01,2005,1012,172,2395,820
SD Gundam G Generation-F.I.F,7.101890450799806,0.12,0.0,0.11,0.0,0.01,2001,151,70,1130,820
Sengoku Cyber: Fujimaru Jigokuhen,7.101890450799806,0.12,0.0,0.11,0.0,0.01,1995,568,19,1130,820
Gundam Battle Royale,7.101890450799806,0.12,0.0,0.12,0.0,0.0,2006,333,37,1340,2839
Rango: The Video Game,7.101890450799806,0.12,0.07,0.0,0.04,0.01,2011,4,4,1357,2839
Mobile Suit Gundam Side Story: Missing Link,7.101890450799806,0.12,0.0,0.12,0.0,0.0,2014,327,5,1348,2839
Densha De Go! 64,7.101890450799806,0.12,0.0,0.05,0.0,0.07,1999,23,2,278,1121
The Sky Crawlers: Innocent Aces,7.3,0.12,0.08,0.01,0.02,0.01,2010,79,4,1357,1121
SimAnimals Africa,5.5,0.12,0.1,0.0,0.01,0.01,2009,843,25,1357,1121
Lemony Snicket's A Series of Unfortunate Events,7.101890450799806,0.12,0.09,0.0,0.03,0.0,2004,1044,3,836,951
Red Faction II,7.9,0.12,0.09,0.0,0.03,0.0,2003,726,4,836,1485
Farming Simulator 18,7.101890450799806,0.13,0.06,0.0,0.06,0.01,2017,81,19,562,1121
Job Simulator,7.101890450799806,0.12,0.1,0.0,0.0,0.02,2017,39,2,908,1121
Petz Fantasy: Moonlight Magic,7.101890450799806,0.12,0.11,0.0,0.0,0.01,2010,1012,196,2395,1121
Geometry Wars: Galaxies,8.0,0.12,0.11,0.0,0.0,0.01,2007,75,21,1357,1485
NPPL Championship Paintball 2009,4.9,0.12,0.1,0.0,0.01,0.01,2008,1044,22,1302,1485
Greg Hastings Paintball 2,7.101890450799806,0.12,0.11,0.0,0.0,0.01,2010,227,4,1357,1485
Charm Girls Club: My Fashion Mall,7.101890450799806,0.13,0.12,0.0,0.0,0.01,2009,843,2,2395,1121
"Kilari: Na-san, Mon Meilleur Ami",7.101890450799806,0.12,0.0,0.12,0.0,0.0,2010,769,409,2395,1121
Ochaken no Heya DS,7.101890450799806,0.12,0.0,0.12,0.0,0.0,2006,15,32,2395,1121
Colony Wars III: Red Sun,8.1,0.13,0.07,0.0,0.05,0.01,2000,255,14,1130,1121
Harvest Moon 2 GBC,7.101890450799806,0.12,0.0,0.12,0.0,0.0,2000,78,7,46,1121
Eat Lead: The Return of Matt Hazard,5.5,0.12,0.1,0.0,0.01,0.01,2009,195,24,1302,1485
Strikers 1945,7.101890450799806,0.13,0.07,0.0,0.05,0.01,2001,61,3,1130,1485
Classic NES Series: Xevious,6.4,0.12,0.0,0.12,0.0,0.0,2004,383,58,899,1485
Overstrike,7.101890450799806,0.12,0.06,0.0,0.04,0.02,2013,843,12,1348,1485
Tom Clancy's Ghost Recon,7.101890450799806,0.12,0.1,0.0,0.01,0.01,2010,1012,67,1357,1485
Zombie Army Trilogy,7.101890450799806,0.12,0.05,0.0,0.05,0.01,2015,7,51,524,1485
UN Squadron,7.101890450799806,0.12,0.0,0.12,0.0,0.0,1991,437,294,197,1485
Conduit 2,6.3,0.12,0.07,0.0,0.04,0.01,2011,640,69,1357,1485
The King of Fighters '98 Ultimate Match,7.101890450799806,0.12,0.04,0.03,0.03,0.01,2009,42,43,2125,871
Galidor: Defenders of the Outer Dimension,5.9,0.12,0.09,0.0,0.03,0.0,2002,843,3,899,2839
Blackwater,7.101890450799806,0.12,0.09,0.0,0.02,0.01,2011,130,26,1302,1485
Call of Juarez: The Cartel,4.5,0.12,0.05,0.0,0.05,0.01,2011,1012,19,1560,1485
Pro Yakyuu Famista Evolution,7.101890450799806,0.12,0.0,0.12,0.0,0.0,2018,38,209,263,2596
Gallop Racer 2000,7.101890450799806,0.12,0.0,0.11,0.0,0.01,2000,57,33,1130,2596
Lost Planet 3,7.101890450799806,0.13,0.07,0.01,0.04,0.01,2013,437,10,1302,1485
Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces,7.101890450799806,0.12,0.0,0.12,0.0,0.0,2010,333,2,1340,1485
Jikkyou Powerful Pro Yakyuu 8 Ketteiban,7.101890450799806,0.12,0.0,0.12,0.0,0.0,2001,769,34,2125,2596
NFL QB Club 2001,7.101890450799806,0.12,0.11,0.0,0.01,0.0,2000,195,69,278,2596
HardBall 5,7.101890450799806,0.12,0.07,0.0,0.04,0.01,1996,9,1,1130,2596
Deca Sports Extreme,7.101890450799806,0.12,0.08,0.03,0.0,0.01,2011,769,106,562,2596
College Hoops 2K6,6.5,0.12,0.11,0.0,0.0,0.01,2006,183,134,1302,2596
SSX 3,7.101890450799806,0.12,0.09,0.0,0.03,0.0,2003,47,18,899,2596
Deadliest Catch: Sea of Chaos,7.101890450799806,0.12,0.11,0.0,0.0,0.01,2010,149,3,1357,2596
Cabela's Dangerous Hunts 2011,7.101890450799806,0.12,0.11,0.0,0.0,0.01,2010,1044,4,2395,2596
NFL Tour,7.101890450799806,0.12,0.1,0.0,0.01,0.01,2008,47,193,1348,2596
Pro Evolution Soccer 2016,7.101890450799806,0.12,0.05,0.0,0.06,0.01,2015,107,15,524,2596
Major League Baseball 2K6,7.4,0.12,0.11,0.0,0.0,0.01,2006,183,134,1340,2596
Skate City Heroes,7.101890450799806,0.12,0.11,0.0,0.0,0.01,2008,22,2,1357,2596
Disney's Extreme Skate Adventure,7.4,0.12,0.09,0.0,0.02,0.0,2003,1044,38,528,2596
Backyard Sports Football: Rookie Rush,7.101890450799806,0.12,0.11,0.0,0.0,0.01,2010,335,25,1302,2596
Famicom Mini: TwinBee,7.101890450799806,0.12,0.0,0.12,0.0,0.0,2004,769,409,899,1485
Backyard Sports Football: Rookie Rush,7.101890450799806,0.12,0.11,0.0,0.0,0.01,2010,335,25,1357,2596
IndyCar Series,7.101890450799806,0.13,0.06,0.0,0.05,0.02,2003,168,12,2125,1431
Wolfenstein The Two Pack,7.101890450799806,0.12,0.11,0.0,0.0,0.01,2017,113,11,524,1485
Airborne Troops: Countdown to D-Day,7.101890450799806,0.13,0.06,0.0,0.05,0.02,2005,10,4,2125,1485
Raiden IV,7.0,0.12,0.1,0.01,0.0,0.01,2009,53,3,1302,1485
Payday 2,5.0,0.12,0.08,0.0,0.02,0.01,2018,130,6,263,1485
NPPL Championship Paintball 2009,7.101890450799806,0.12,0.11,0.0,0.0,0.01,2008,1044,5,1357,1485
The Walking Dead: Survival Instinct,7.101890450799806,0.12,0.08,0.0,0.03,0.01,2013,1044,30,148,1485
Self-Defense Training Camp,7.101890450799806,0.12,0.08,0.0,0.03,0.01,2011,1012,196,1302,2596
Charm Girls Club: My Perfect Prom,7.101890450799806,0.12,0.11,0.0,0.0,0.01,2009,843,63,2395,1121
Funky Barn,7.101890450799806,0.12,0.07,0.0,0.04,0.01,2012,1012,22,562,1121
Horse Life,7.101890450799806,0.12,0.09,0.0,0.02,0.01,2007,195,23,2395,1121
Lovely Lisa,7.101890450799806,0.12,0.11,0.0,0.0,0.01,2008,15,42,2395,1121
My Farm Around the World,7.101890450799806,0.12,0.11,0.0,0.0,0.01,2009,726,1,2395,1121
A.C.E.: Another Century's Episode Portable,7.101890450799806,0.12,0.0,0.12,0.0,0.0,2011,333,69,1340,1121
Rush,7.101890450799806,0.12,0.11,0.0,0.0,0.01,2006,255,1,1340,1431
nail'd,7.101890450799806,0.12,0.08,0.0,0.02,0.02,2010,115,19,1348,1431
Ferrari Challenge Trofeo Pirelli,7.101890450799806,0.13,0.06,0.0,0.05,0.02,2008,1044,39,2125,1431
Chase: Hollywood Stunt Driver,7.101890450799806,0.12,0.09,0.0,0.03,0.0,2002,46,1,836,1431
NASCAR Heat 2,7.101890450799806,0.12,0.11,0.0,0.0,0.01,2017,4,8,524,1431
Nascar Unleashed,7.101890450799806,0.12,0.11,0.0,0.0,0.01,2011,1044,101,1302,1431
DiRT 2,7.101890450799806,0.12,0.06,0.0,0.05,0.01,2009,168,75,2395,1431
DreamWorks Super Star Kartz,7.101890450799806,0.12,0.08,0.0,0.03,0.01,2011,1044,101,562,1431
WRC: FIA World Rally Championship,7.101890450799806,0.12,0.0,0.0,0.1,0.01,2008,210,21,1302,1431
2 Games in 1 Double Pack: Hot Wheels Velocity X / Hot Wheels World Race,7.101890450799806,0.12,0.09,0.0,0.03,0.0,2005,726,19,899,1431
Mobil 1 Rally Championship,7.101890450799806,0.12,0.07,0.0,0.04,0.01,2000,843,10,1130,1431
Monster Truck Madness,7.101890450799806,0.12,0.09,0.0,0.03,0.0,2003,726,22,899,1431
SCORE International Baja 1000: The Official Game,7.101890450799806,0.13,0.11,0.0,0.01,0.01,2008,1044,20,1302,1431
High Velocity: Mountain Racing Challenge,7.101890450799806,0.12,0.0,0.12,0.0,0.0,1996,226,18,175,1431
MX vs ATV All Out,7.101890450799806,0.12,0.09,0.0,0.01,0.02,2018,55,51,908,1431
MotoGP 14,7.101890450799806,0.12,0.05,0.0,0.05,0.02,2014,327,37,1348,1431
MotoGP 3 - Official Game of MotoGP,7.101890450799806,0.13,0.06,0.0,0.05,0.02,2003,175,114,2125,1431
M&M's Kart Racing,7.101890450799806,0.12,0.11,0.0,0.0,0.01,2008,46,15,2395,1431
Cabela's North American Adventures,7.101890450799806,0.12,0.1,0.0,0.0,0.02,2010,1044,101,1340,2596
NBA 2K2,8.8,0.12,0.09,0.0,0.02,0.0,2002,640,134,528,2596
MLB Inside Pitch 2003,7.101890450799806,0.12,0.09,0.0,0.03,0.0,2003,92,9,836,2596
Pro Evolution Soccer 2018,7.101890450799806,0.12,0.06,0.0,0.05,0.01,2017,107,15,524,2596
Sega Soccer Slam,7.101890450799806,0.13,0.06,0.0,0.05,0.02,2002,640,3,2125,2596
Academy of Champions: Soccer,7.1,0.12,0.09,0.0,0.02,0.01,2009,1012,5,1357,2596
MTV Sports: Pure Ride,7.101890450799806,0.13,0.07,0.0,0.05,0.01,2000,726,47,1130,2596
Mountain Sports,7.101890450799806,0.12,0.11,0.0,0.0,0.01,2009,1044,4,1357,2596
Backyard Baseball '10,7.101890450799806,0.12,0.11,0.0,0.0,0.01,2009,335,72,2395,2596
Kidz Sports: Crazy Golf,7.101890450799806,0.12,0.11,0.0,0.0,0.01,2008,76,24,1357,2596
Power Pro Kun Pocket 14,7.101890450799806,0.12,0.0,0.12,0.0,0.0,2011,769,409,2395,2596
Brunswick Pro Bowling,7.101890450799806,0.12,0.11,0.0,0.0,0.01,2011,149,21,562,2596
NFL Head Coach,7.101890450799806,0.12,0.09,0.0,0.03,0.0,2006,540,193,836,2596
PBR: Out of the Chute,7.101890450799806,0.12,0.11,0.0,0.0,0.01,2008,149,2,1357,2596
Street Hoops,7.101890450799806,0.12,0.09,0.0,0.02,0.0,2002,1044,16,528,2596
NBA 2K16,7.101890450799806,0.13,0.05,0.0,0.07,0.01,2015,183,134,1560,2596
Danganronpa 1-2 Reload,7.101890450799806,0.12,0.08,0.02,0.0,0.02,2017,139,32,908,1893
Wallace & Gromit: Curse of the Were-Rabbit,7.101890450799806,0.13,0.06,0.0,0.05,0.02,2005,769,26,2125,1893
Code: Realize - Guardian of Rebirth,7.101890450799806,0.12,0.06,0.03,0.0,0.02,2015,105,126,680,1893
Subnautica,7.101890450799806,0.12,0.07,0.0,0.03,0.02,2018,20,2,908,1893
Midnight Mysteries: The Edgar Allan Poe Conspiracy,7.101890450799806,0.12,0.08,0.0,0.03,0.01,2010,35,13,2395,1893
Dorabase 2: Nettou Ultra Stadium,7.101890450799806,0.12,0.0,0.12,0.0,0.0,2009,333,209,2395,2596
The Walking Dead - The Telltale Series: A New Frontier,7.101890450799806,0.12,0.1,0.0,0.01,0.01,2017,166,59,524,1893
The Clique: Diss and Make Up,7.101890450799806,0.12,0.11,0.0,0.0,0.01,2009,126,10,2395,1893
Nintendo Pocket Football Club,7.0,0.12,0.0,0.12,0.0,0.0,2012,383,9,562,2596
Jikkyou Powerful Pro Baseball 2018,7.101890450799806,0.12,0.0,0.12,0.0,0.0,2018,769,409,680,2596
Zero Escape: Zero Time Dilemma,7.7,0.12,0.08,0.03,0.0,0.01,2016,105,4,562,1893
Clock Tower: The First Fear,7.101890450799806,0.13,0.0,0.12,0.0,0.01,1997,11,10,1130,1893
Batman: A Telltale Game Series,7.101890450799806,0.13,0.02,0.0,0.09,0.02,2016,41,59,1348,1893
The Great Ace Attorney 2 - The Resolve of Ryuunosuke Naruhodou,7.101890450799806,0.12,0.0,0.12,0.0,0.0,2017,437,294,562,1893
Spider-Man: Edge of Time,5.5,0.12,0.08,0.0,0.03,0.01,2011,1044,36,562,1893
Neopets Petpet Adventures: The Wand of Wishing,7.101890450799806,0.12,0.11,0.0,0.0,0.01,2006,568,29,1340,1893
Cel Damage,5.7,0.12,0.09,0.0,0.03,0.0,2001,843,3,836,1431
Magic: The Gathering - Battlemage,7.101890450799806,0.13,0.07,0.0,0.05,0.01,1997,195,13,1130,820
Star Trek: Conquest,7.101890450799806,0.13,0.11,0.0,0.01,0.01,2007,113,31,1357,820
San Goku Shi V,7.101890450799806,0.12,0.0,0.12,0.0,0.0,1996,158,89,175,820
SD Gundam G Generation Genesis,7.101890450799806,0.12,0.0,0.12,0.0,0.0,2016,327,9,680,820
Tecmo Super Bowl,7.101890450799806,0.12,0.06,0.0,0.04,0.01,1996,57,33,1130,2596
MLB 14 The Show,7.1,0.12,0.09,0.0,0.0,0.03,2014,19,31,680,2596
NHL Powerplay '96,7.101890450799806,0.12,0.06,0.0,0.04,0.01,1996,12,47,1130,2596
Dodge Racing: Charger vs Challenger,7.101890450799806,0.12,0.11,0.0,0.0,0.01,2009,59,6,1357,1431
Burning Road,6.0,0.13,0.07,0.0,0.05,0.01,1996,8,2,1130,1431
Monster Jam: Path of Destruction,7.101890450799806,0.12,0.11,0.0,0.0,0.01,2010,1044,15,1302,1431
Jeremy McGrath Supercross World,2.7,0.12,0.09,0.0,0.02,0.0,2002,195,28,528,1431
